Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,Threat Level,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Sunken Den of Calantha,Fighter,3,Ranger,4,Rogue,3,Fighter,4,Cursed Altar,Zombies,Skeletons,Snake Pit,Basilisk,,,,,,,,3.0,5,5,1,,2,7,4,1,4,4,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
Dread Maw of Calantha,Fighter,5,Mage,4,Druid,5,Cleric,4,Orcs,Cursed Altar,Orcs,Orcs,Lever Puzzle Room,Dragon,,,,,,,4.75,6,5,0,Dragon,1,5,5,0,0,0,1,4,4,1,4,4,1,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Lost Temple of Riverfell,Mage,3,Druid,2,Cleric,2,Fighter,1,Boulder Trap,Poison Needle Trap,Ghosts,Snake Pit,,,,,,,,,2.0,4,4,1,,1,1,1,0,0,0,1,3,3,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Infernal Den of Calantha,Cleric,7,Ranger,5,Cleric,7,Druid,6,Wolves,Riddle Door,Riddle Door,Orcs,Snake Pit,Wolves,Dragon,,,,,,5.75,7,7,1,,0,0,0,1,5,5,0,0,0,2,14,7,1,6,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0
Timeless Temple of Limeneth,Druid,1,Ranger,3,Fighter,3,Ranger,1,Riddle Door,Skeletons,Riddle Door,Snake Pit,,,,,,,,,1.75,4,4,1,,1,3,3,2,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
Ancient Cave of Lakeshore,Cleric,6,Mage,5,Rogue,4,Ranger,5,Zombies,Snake Pit,Snake Pit,Skeletons,Skeletons,Cursed Altar,Lich,,,,,,4.5,7,7,1,,0,0,0,1,5,5,1,5,5,1,6,6,0,0,0,1,4,4,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0
Timeless Treasure of Calantha,Cleric,4,Rogue,4,Cleric,3,Rogue,4,Snake Pit,Lever Puzzle Room,Zombies,Basilisk,Riddle Door,Lever Puzzle Room,Skeletons,,,,,,4.0,7,3,0,Basilisk,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,2,8,4,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0
Sunken Cave of Lakeshore,Cleric,4,Rogue,6,Ranger,3,Ranger,6,Poison Needle Trap,Goblins,Wolves,Boulder Trap,Dragon,,,,,,,,4.325,5,4,0,Dragon,0,0,0,2,9,6,0,0,0,1,4,4,0,0,0,1,6,6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Abandoned Treasure of Calantha,Mage,2,Ranger,3,Rogue,4,Mage,3,Boulder Trap,Riddle Door,Boulder Trap,Cursed Altar,Lever Puzzle Room,Poison Needle Trap,Skeletons,,,,,,3.25,7,6,0,Skeletons,0,0,0,1,3,3,2,5,3,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1
Timeless Treasure of Darkflight Pass,Druid,2,Mage,3,Cleric,3,Cleric,3,Poison Needle Trap,Boulder Trap,Snake Pit,Zombies,Riddle Door,Boulder Trap,,,,,,,2.75,6,5,0,Boulder Trap,0,0,0,0,0,0,1,3,3,2,6,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1
Abandoned Dungeon of Khaz-Gorond,Druid,2,Rogue,4,Mage,3,Mage,2,Boulder Trap,Riddle Door,Ghosts,Ghosts,,,,,,,,,2.25,4,4,1,,0,0,0,0,0,0,2,5,3,0,0,0,1,2,2,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
Abandoned Treasure of Galoron,Ranger,2,Mage,3,Mage,2,Mage,3,Riddle Door,Snake Pit,Boulder Trap,Poison Needle Trap,Zombies,Poison Needle Trap,,,,,,,2.75,6,4,0,Zombies,0,0,0,1,2,2,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
Lost Treasure of Stonefell Peak,Ranger,3,Cleric,5,Mage,4,Fighter,4,Poison Needle Trap,Dragon,Skeletons,Snake Pit,Cursed Altar,,,,,,,,4.25,5,5,1,,1,4,4,1,3,3,1,4,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
Orc Town of Stormwind,Druid,6,Fighter,6,Ranger,7,Mage,6,Cursed Altar,Orcs,Orc Shaman,Orcs,Cursed Altar,Orcs,Orcs,Wolves,Cursed Altar,Orc Warlord,,,6.0,10,9,0,Orc Warlord,1,6,6,1,7,7,1,6,6,0,0,0,1,6,6,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,3,0,0
Abandoned Treasure of Stormwind,Fighter,4,Fighter,6,Ranger,4,Druid,5,Boulder Trap,Ghosts,Zombies,Poison Needle Trap,Lever Puzzle Room,Zombies,Riddle Door,Boulder Trap,Zombies,Boulder Trap,,,5.0,10,8,0,Zombies,2,10,6,1,4,4,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,1,1,0,0,1
Forgotten Treasure of Cheliax,Rogue,6,Mage,4,Ranger,2,Rogue,5,Goblins,Snake Pit,Ghosts,Cursed Altar,Poison Needle Trap,Goblins,Skeletons,,,,,,3.1500000000000004,7,7,1,,0,0,0,1,2,2,1,4,4,0,0,0,0,0,0,2,11,6,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
Forgotten Dungeon of Stonefell Peak,Cleric,2,Cleric,3,Ranger,3,Fighter,3,Lever Puzzle Room,Zombies,Riddle Door,Skeletons,Riddle Door,,,,,,,,2.25,5,5,1,,1,3,3,1,3,3,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0
Dread Lair of Stormwind,Fighter,4,Mage,2,Cleric,1,Rogue,2,Skeletons,Lever Puzzle Room,Lich,,,,,,,,,,2.5,3,3,1,,1,4,4,0,0,0,1,2,2,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Abandoned Treasure of Azmar,Rogue,4,Ranger,2,Fighter,3,Druid,2,Snake Pit,Skeletons,Riddle Door,Boulder Trap,Poison Needle Trap,Skeletons,,,,,,,2.75,6,5,0,Skeletons,1,3,3,1,2,2,0,0,0,0,0,0,1,2,2,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1
Undead Mausoleum of Lemarchand,Fighter,2,Mage,3,Druid,5,Fighter,4,Boulder Trap,Ghosts,Boulder Trap,Ghosts,Skeletons,Skeletons,,,,,,,3.25,6,6,1,,2,6,4,0,0,0,1,3,3,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0
Orc Town of Almadris,Ranger,7,Fighter,7,Ranger,7,Druid,6,Orc Shaman,Wolves,Orcs,Snake Pit,Orc Shaman,Snake Pit,Orcs,Orcs,Snake Pit,Snake Pit,Orcs,Orc Warlord,7.25,12,12,1,,1,7,7,2,14,7,0,0,0,0,0,0,1,6,6,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,4,0
Infernal Maw of Lakeshore,Druid,4,Mage,4,Rogue,5,Fighter,3,Boulder Trap,Zombies,Zombies,Dragon,,,,,,,,,3.75,4,4,1,,1,3,3,0,0,0,1,4,4,0,0,0,1,4,4,1,5,5,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
Old Cave of Sintharion,Druid,5,Mage,4,Druid,3,Druid,3,Lever Puzzle Room,Riddle Door,Zombies,Riddle Door,Lich,,,,,,,,3.5,5,5,1,,0,0,0,0,0,0,1,4,4,0,0,0,3,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0
Sunken Lair of Stonefell Peak,Rogue,5,Rogue,4,Mage,3,Fighter,3,Skeletons,Cursed Altar,Poison Needle Trap,Zombies,Skeletons,Lich,,,,,,,4.0,6,6,1,,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,2,9,5,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1
Abandoned Dungeon of Limeneth,Rogue,3,Ranger,1,Rogue,4,Druid,1,Poison Needle Trap,Riddle Door,Poison Needle Trap,Boulder Trap,Skeletons,,,,,,,,2.25,5,4,0,Skeletons,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
Dread Cave of Limeneth,Cleric,2,Mage,3,Rogue,3,Druid,3,Goblins,Cursed Altar,Goblins,Basilisk,,,,,,,,,2.15,4,3,0,Basilisk,0,0,0,0,0,0,1,3,3,1,2,2,1,3,3,1,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Infernal Cave of Cheliax,Cleric,3,Druid,5,Fighter,5,Cleric,5,Zombies,Boulder Trap,Zombies,Zombies,Dragon,,,,,,,,4.25,5,5,1,,1,5,5,0,0,0,0,0,0,2,8,5,1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0
Nightmare Cave of Lakeshore,Druid,6,Rogue,7,Fighter,5,Rogue,5,Boulder Trap,Orcs,Wolves,Orcs,Riddle Door,Dragon,,,,,,,5.0,6,5,0,Dragon,1,5,5,0,0,0,0,0,0,0,0,0,1,6,6,2,12,7,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Lost Temple of Khaz-Gorond,Fighter,7,Fighter,6,Druid,7,Ranger,5,Wolves,Boulder Trap,Basilisk,Poison Needle Trap,Snake Pit,Basilisk,Ghosts,Cursed Altar,Boulder Trap,Lever Puzzle Room,,,6.75,10,10,1,,2,13,7,1,5,5,0,0,0,0,0,0,1,7,7,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,1,0,1,1,1
Dread Lair of Sintharion,Mage,3,Cleric,3,Rogue,3,Cleric,3,Wolves,Goblins,Boulder Trap,Goblins,Basilisk,,,,,,,,2.9,5,2,0,Boulder Trap,0,0,0,0,0,0,1,3,3,2,6,3,0,0,0,1,3,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Forgotten Dungeon of Lemarchand,Mage,5,Ranger,3,Rogue,4,Druid,6,Snake Pit,Zombies,Basilisk,Boulder Trap,Snake Pit,Cursed Altar,Lever Puzzle Room,Zombies,,,,,4.5,8,8,1,,0,0,0,1,3,3,1,5,5,0,0,0,1,6,6,1,4,4,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,2,0
Timeless Treasure of Darkflight Pass,Ranger,3,Ranger,3,Mage,3,Rogue,5,Skeletons,Riddle Door,Goblins,Snake Pit,Snake Pit,Snake Pit,Zombies,,,,,,3.075,7,5,0,Snake Pit,0,0,0,2,6,3,1,3,3,0,0,0,0,0,0,1,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0
Nightmare Lair of Lakeshore,Fighter,3,Ranger,3,Rogue,3,Fighter,2,Skeletons,Skeletons,Boulder Trap,Lich,,,,,,,,,3.0,4,4,1,,2,5,3,1,3,3,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
Forgotten Dungeon of Stonefell Peak,Rogue,3,Rogue,5,Fighter,3,Ranger,3,Zombies,Cursed Altar,Boulder Trap,Cursed Altar,Boulder Trap,Skeletons,Cursed Altar,,,,,,3.25,7,7,1,,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,2,8,5,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,0
Orc Camp of Calantha,Fighter,3,Druid,3,Druid,3,Ranger,4,Boulder Trap,Orcs,Boulder Trap,Orcs,Orcs,Orc Warlord,,,,,,,3.5,6,6,1,,1,3,3,1,4,4,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Lost Temple of Riverfell,Fighter,3,Mage,4,Fighter,4,Druid,3,Cursed Altar,Ghosts,Zombies,Lever Puzzle Room,Skeletons,Snake Pit,Cursed Altar,,,,,,3.5,7,6,0,Cursed Altar,2,7,4,0,0,0,1,4,4,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,0
Nightmare Den of Calantha,Rogue,4,Cleric,4,Fighter,3,Fighter,4,Zombies,Zombies,Poison Needle Trap,Poison Needle Trap,Snake Pit,Lich,,,,,,,4.0,6,6,1,,2,7,4,0,0,0,0,0,0,1,4,4,0,0,0,1,4,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2
Undead Pyramid of Galoron,Mage,3,Druid,3,Fighter,4,Ranger,5,Boulder Trap,Zombies,Skeletons,Ghosts,Boulder Trap,Lich,,,,,,,4.25,6,6,1,,1,4,4,1,5,5,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0
Sunken Cave of Sintharion,Cleric,3,Mage,3,Ranger,2,Cleric,2,Poison Needle Trap,Skeletons,Riddle Door,Lich,,,,,,,,,3.0,4,4,1,,0,0,0,1,2,2,1,3,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Timeless Treasure of Stonefell Peak,Druid,3,Mage,4,Rogue,5,Cleric,3,Snake Pit,Cursed Altar,Boulder Trap,Ghosts,Basilisk,Boulder Trap,,,,,,,3.75,6,6,1,,0,0,0,0,0,0,1,4,4,1,3,3,1,3,3,1,5,5,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0
Nightmare Maw of Calantha,Mage,3,Druid,3,Ranger,2,Rogue,3,Boulder Trap,Boulder Trap,Skeletons,Basilisk,,,,,,,,,2.5,4,4,1,,0,0,0,1,2,2,1,3,3,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
Infernal Den of Stonefell Peak,Ranger,4,Fighter,4,Cleric,4,Ranger,3,Boulder Trap,Boulder Trap,Poison Needle Trap,Skeletons,Skeletons,Lich,,,,,,,4.0,6,6,1,,1,4,4,2,7,4,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1
Undead Mausoleum of Darkflight Pass,Druid,6,Cleric,6,Ranger,7,Druid,5,Skeletons,Boulder Trap,Boulder Trap,Zombies,Skeletons,Boulder Trap,Skeletons,Zombies,Zombies,Lich,,,6.0,10,10,1,,0,0,0,1,7,7,0,0,0,1,6,6,2,11,6,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,3,0,0,0,0,0
Dread Lair of Azmar,Cleric,6,Ranger,4,Fighter,6,Fighter,4,Lever Puzzle Room,Orcs,Riddle Door,Cursed Altar,Wolves,Dragon,,,,,,,5.0,6,5,0,Dragon,2,10,6,1,4,4,0,0,0,1,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Sunken Cave of Khaz-Gorond,Cleric,4,Druid,4,Ranger,5,Rogue,6,Wolves,Poison Needle Trap,Orcs,Orcs,Dragon,,,,,,,,4.5,5,5,1,,0,0,0,1,5,5,0,0,0,1,4,4,1,4,4,1,6,6,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Nightmare Lair of Icemarch,Mage,1,Druid,2,Ranger,1,Cleric,3,Wolves,Lever Puzzle Room,Basilisk,,,,,,,,,,2.25,3,2,0,Basilisk,0,0,0,1,1,1,1,1,1,1,3,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Infernal Lair of Sintharion,Fighter,4,Mage,2,Fighter,2,Rogue,4,Goblins,Goblins,Boulder Trap,Dragon,,,,,,,,,3.4,4,4,1,,2,6,4,0,0,0,1,2,2,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Timeless Treasure of Calantha,Mage,4,Fighter,4,Druid,4,Druid,4,Lever Puzzle Room,Ghosts,Boulder Trap,Lever Puzzle Room,Wolves,Riddle Door,Wolves,,,,,,4.0,7,7,1,,1,4,4,0,0,0,1,4,4,0,0,0,2,8,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0
Dread Lair of Azmar,Cleric,4,Mage,4,Ranger,2,Rogue,4,Cursed Altar,Zombies,Skeletons,Zombies,Basilisk,,,,,,,,3.0,5,5,1,,0,0,0,1,2,2,1,4,4,1,4,4,0,0,0,1,4,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0
Dread Lair of Sintharion,Fighter,5,Fighter,3,Cleric,3,Cleric,2,Skeletons,Cursed Altar,Dragon,,,,,,,,,,3.25,3,2,0,Dragon,2,8,5,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Abandoned Dungeon of Khaz-Gorond,Fighter,4,Cleric,4,Druid,5,Mage,3,Cursed Altar,Boulder Trap,Boulder Trap,Ghosts,Skeletons,Zombies,Goblins,,,,,,3.325,7,7,1,,1,4,4,0,0,0,1,3,3,1,4,4,1,5,5,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0
Goblin Warrens of Cheliax,Mage,3,Mage,4,Rogue,3,Druid,2,Goblins,Snake Pit,Goblins,Goblins,Snake Pit,Goblins,Goblins,,,,,,2.375,7,3,0,Goblins,0,0,0,0,0,0,2,7,4,0,0,0,1,2,2,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lost Temple of Lakeshore,Mage,1,Mage,3,Rogue,3,Druid,2,Wolves,Lever Puzzle Room,Cursed Altar,Cursed Altar,Boulder Trap,,,,,,,,2.5,5,4,0,Boulder Trap,0,0,0,0,0,0,2,4,3,0,0,0,1,2,2,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
Undead Keep of Lakeshore,Cleric,7,Rogue,7,Druid,7,Ranger,6,Zombies,Cursed Altar,Cursed Altar,Cursed Altar,Zombies,Ghosts,Skeletons,Skeletons,Skeletons,Cursed Altar,Zombies,Lich,7.25,12,12,1,,0,0,0,1,6,6,0,0,0,1,7,7,1,7,7,1,7,7,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,4,0,0
Ancient Lair of Sintharion,Mage,6,Druid,4,Rogue,5,Cleric,6,Wolves,Snake Pit,Cursed Altar,Orcs,Orcs,Dragon,,,,,,,5.0,6,6,1,,0,0,0,0,0,0,1,6,6,1,6,6,1,4,4,1,5,5,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Dread Lair of Icemarch,Cleric,3,Cleric,4,Fighter,5,Cleric,4,Skeletons,Snake Pit,Zombies,Skeletons,Boulder Trap,Poison Needle Trap,Basilisk,,,,,,4.0,7,7,1,,1,5,5,0,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,1
Mountain Goblin Fort of Cheliax,Rogue,6,Cleric,4,Ranger,5,Cleric,4,Goblins,Boulder Trap,Goblins,Goblins,Goblins,Goblins,Boulder Trap,Boulder Trap,Goblins,Goblins,Boulder Trap,Goblin Chieftain,4.775,12,12,1,,0,0,0,1,5,5,0,0,0,2,8,4,0,0,0,1,6,6,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Nightmare Den of Icemarch,Mage,5,Rogue,7,Fighter,3,Cleric,4,Skeletons,Snake Pit,Riddle Door,Zombies,Cursed Altar,Lich,,,,,,,4.0,6,6,1,,1,3,3,0,0,0,1,5,5,1,4,4,0,0,0,1,7,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
Undead Keep of Limeneth,Mage,2,Ranger,2,Druid,4,Ranger,2,Skeletons,Zombies,Boulder Trap,Boulder Trap,Zombies,Skeletons,,,,,,,2.75,6,2,0,Boulder Trap,0,0,0,2,4,2,1,2,2,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0
Forgotten Temple of Icemarch,Mage,5,Druid,5,Ranger,6,Druid,4,Snake Pit,Wolves,Poison Needle Trap,Poison Needle Trap,Zombies,Riddle Door,Ghosts,Zombies,Snake Pit,,,,4.75,9,9,1,,0,0,0,1,6,6,1,5,5,0,0,0,2,9,5,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,2,2
Black Orc Cave of Khaz-Gorond,Mage,8,Druid,8,Fighter,8,Ranger,8,Poison Needle Trap,Orc Warlord,Orc Warlord,Orc Warlord,Orc Shaman,Poison Needle Trap,Poison Needle Trap,Orc Warlord,Orcs,Orc Warlord,,,8.75,10,10,1,,1,8,8,1,8,8,1,8,8,0,0,0,1,8,8,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3
Forgotten Dungeon of Icemarch,Mage,3,Ranger,2,Druid,5,Cleric,5,Riddle Door,Cursed Altar,Snake Pit,Zombies,Ghosts,Zombies,Ghosts,,,,,,3.75,7,7,1,,0,0,0,1,2,2,1,3,3,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0
Undead Pyramid of Calantha,Druid,4,Mage,4,Ranger,2,Druid,4,Skeletons,Cursed Altar,Zombies,Zombies,Cursed Altar,Ghosts,Ghosts,,,,,,3.75,7,6,0,Ghosts,0,0,0,1,2,2,1,4,4,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0
Undead Sepulcher of Lemarchand,Ranger,3,Cleric,2,Rogue,5,Cleric,4,Skeletons,Zombies,Poison Needle Trap,Zombies,Ghosts,Poison Needle Trap,Ghosts,,,,,,3.75,7,7,1,,0,0,0,1,3,3,0,0,0,2,6,4,0,0,0,1,5,5,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
Sunken Cave of Sintharion,Druid,3,Rogue,3,Cleric,2,Rogue,4,Cursed Altar,Lever Puzzle Room,Skeletons,Basilisk,,,,,,,,,2.5,4,3,0,Basilisk,0,0,0,0,0,0,0,0,0,1,2,2,1,3,3,2,7,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Goblin Tunnels of Stonefell Peak,Ranger,1,Druid,1,Mage,1,Rogue,1,Goblins,Goblins,Boulder Trap,Goblins,,,,,,,,,1.2249999999999999,4,2,0,Boulder Trap,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nightmare Lair of Azmar,Ranger,3,Druid,2,Mage,5,Rogue,7,Riddle Door,Cursed Altar,Cursed Altar,Wolves,Orcs,Basilisk,,,,,,,3.75,6,5,0,Basilisk,0,0,0,1,3,3,1,5,5,0,0,0,1,2,2,1,7,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0
Orc Town of Stormwind,Cleric,7,Cleric,6,Druid,6,Mage,7,Boulder Trap,Wolves,Boulder Trap,Boulder Trap,Boulder Trap,Wolves,Wolves,Orcs,Orcs,Orcs,Orcs,Orc Warlord,7.25,12,11,0,Orc Warlord,0,0,0,0,0,0,1,7,7,2,13,7,1,6,6,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0
Undead City of Cheliax,Mage,3,Ranger,3,Fighter,3,Cleric,3,Zombies,Cursed Altar,Zombies,Ghosts,Cursed Altar,Zombies,Skeletons,,,,,,3.5,7,7,1,,1,3,3,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,0,0
Forgotten Dungeon of Khaz-Gorond,Druid,3,Rogue,5,Cleric,4,Fighter,3,Boulder Trap,Wolves,Snake Pit,Poison Needle Trap,Zombies,Poison Needle Trap,,,,,,,3.0,6,6,1,,1,3,3,0,0,0,0,0,0,1,4,4,1,3,3,1,5,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
Old Den of Galoron,Mage,4,Ranger,4,Fighter,3,Mage,4,Boulder Trap,Goblins,Lever Puzzle Room,Wolves,Wolves,Lever Puzzle Room,Basilisk,,,,,,4.325,7,7,1,,1,3,3,1,4,4,2,8,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
Dread Cave of Calantha,Fighter,2,Ranger,3,Druid,3,Cleric,3,Lever Puzzle Room,Snake Pit,Wolves,Basilisk,,,,,,,,,2.75,4,4,1,,1,2,2,1,3,3,0,0,0,1,3,3,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Orc Tower of Sintharion,Ranger,7,Druid,6,Mage,8,Fighter,7,Orcs,Orcs,Orcs,Wolves,Orcs,Cursed Altar,Wolves,Cursed Altar,Wolves,Cursed Altar,Cursed Altar,Orc Shaman,6.75,12,12,1,,1,7,7,1,7,7,1,8,8,0,0,0,1,6,6,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0
Orc Keep of Almadris,Rogue,5,Ranger,4,Cleric,3,Mage,5,Wolves,Orcs,Cursed Altar,Orcs,Wolves,Cursed Altar,Orc Shaman,,,,,,4.0,7,7,1,,0,0,0,1,4,4,1,5,5,1,3,3,0,0,0,1,5,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Timeless Dungeon of Stonefell Peak,Cleric,2,Rogue,5,Fighter,3,Mage,4,Skeletons,Zombies,Boulder Trap,Cursed Altar,Snake Pit,Boulder Trap,,,,,,,2.75,6,6,1,,1,3,3,0,0,0,1,4,4,1,2,2,0,0,0,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0
Orc Keep of Azmar,Fighter,3,Mage,2,Fighter,3,Mage,3,Boulder Trap,Orcs,Orcs,Orcs,Boulder Trap,Orcs,,,,,,,2.75,6,6,1,,2,6,3,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
