Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Abandoned Dungeon of Limeneth,Fighter,1,Druid,3,Cleric,2,Rogue,4,Lever Puzzle Room,Boulder Trap,Poison Needle Trap,Cursed Altar,Wolves,,,,,,,,5,5,1,,1,1,1,0,0,0,0,0,0,1,2,2,1,3,3,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
Forgotten Treasure of Darkflight Pass,Ranger,7,Mage,6,Cleric,6,Cleric,7,Ghosts,Cursed Altar,Skeletons,Skeletons,Lever Puzzle Room,Poison Needle Trap,Dragon,Boulder Trap,Poison Needle Trap,Boulder Trap,,,10,10,1,,0,0,0,1,7,7,1,6,6,2,13,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,1,0,1,0,2
Abandoned Treasure of Almadris,Fighter,4,Mage,4,Rogue,5,Druid,4,Boulder Trap,Cursed Altar,Lever Puzzle Room,Snake Pit,Zombies,Dragon,,,,,,,6,5,0,Dragon,1,4,4,0,0,0,1,4,4,0,0,0,1,4,4,1,5,5,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0
Forgotten Treasure of Khaz-Gorond,Rogue,2,Rogue,4,Druid,3,Mage,2,Skeletons,Cursed Altar,Boulder Trap,Snake Pit,Cursed Altar,Zombies,,,,,,,6,5,0,Zombies,0,0,0,0,0,0,1,2,2,0,0,0,1,3,3,2,6,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0
Forgotten Temple of Icemarch,Rogue,4,Rogue,4,Mage,4,Ranger,4,Snake Pit,Skeletons,Ghosts,Riddle Door,Lever Puzzle Room,Orcs,Zombies,Poison Needle Trap,,,,,8,8,1,,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,2,8,4,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1
Old Tomb of Galoron,Mage,3,Cleric,3,Ranger,2,Fighter,3,Skeletons,Zombies,Riddle Door,Boulder Trap,Lich,,,,,,,,5,5,1,,1,3,3,1,2,2,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
Sunken Lair of Cheliax,Druid,4,Druid,4,Ranger,5,Mage,5,Cursed Altar,Zombies,Skeletons,Cursed Altar,Zombies,Lich,,,,,,,6,6,1,,0,0,0,1,5,5,1,5,5,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0
Sunken Den of Stonefell Peak,Ranger,2,Ranger,1,Fighter,1,Cleric,2,Lever Puzzle Room,Goblins,Basilisk,,,,,,,,,,3,3,1,,1,1,1,2,3,2,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Goblin Fort of Azmar,Cleric,4,Druid,2,Fighter,3,Ranger,3,Boulder Trap,Goblins,Boulder Trap,Boulder Trap,Goblins,Goblins,Goblins,Goblins,Goblin Chieftain,,,,9,9,1,,1,3,3,1,3,3,0,0,0,1,4,4,1,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Forgotten Dungeon of Cheliax,Cleric,3,Fighter,3,Rogue,4,Rogue,4,Ghosts,Riddle Door,Snake Pit,Orcs,Skeletons,Ghosts,Cursed Altar,,,,,,7,6,0,Cursed Altar,1,3,3,0,0,0,0,0,0,1,3,3,0,0,0,2,8,4,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,1,0
Sunken Lair of Almadris,Ranger,4,Druid,4,Druid,3,Cleric,4,Skeletons,Skeletons,Snake Pit,Lich,,,,,,,,,4,4,1,,0,0,0,1,4,4,0,0,0,1,4,4,2,7,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Infernal Cave of Stormwind,Rogue,4,Fighter,3,Druid,4,Cleric,4,Cursed Altar,Skeletons,Zombies,Lich,,,,,,,,,4,4,1,,1,3,3,0,0,0,0,0,0,1,4,4,1,4,4,1,4,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Nightmare Lair of Stormwind,Mage,2,Rogue,3,Ranger,3,Druid,2,Skeletons,Riddle Door,Zombies,Basilisk,,,,,,,,,4,4,1,,0,0,0,1,3,3,1,2,2,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
Ancient Lair of Riverfell,Cleric,2,Ranger,2,Druid,5,Mage,4,Poison Needle Trap,Skeletons,Cursed Altar,Boulder Trap,Lich,,,,,,,,5,5,1,,0,0,0,1,2,2,1,4,4,1,2,2,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
Night Goblin Cave of Stonefell Peak,Mage,5,Druid,6,Fighter,6,Druid,4,Goblins,Goblins,Goblins,Goblins,Goblins,Poison Needle Trap,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12,5,0,Poison Needle Trap,1,6,6,0,0,0,1,5,5,0,0,0,2,10,6,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
Forgotten Treasure of Khaz-Gorond,Fighter,2,Mage,3,Ranger,1,Fighter,2,Cursed Altar,Poison Needle Trap,Boulder Trap,Poison Needle Trap,Ghosts,,,,,,,,5,5,1,,2,4,2,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
Mountain Goblin Cave of Sintharion,Mage,4,Cleric,3,Rogue,4,Druid,4,Wolves,Boulder Trap,Goblins,Goblins,Wolves,Boulder Trap,Goblin Chieftain,,,,,,7,7,1,,0,0,0,0,0,0,1,4,4,1,3,3,1,4,4,1,4,4,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Night Goblin Tunnels of Azmar,Fighter,1,Druid,3,Ranger,2,Rogue,3,Ghosts,Poison Needle Trap,Goblins,Goblin Chieftain,,,,,,,,,4,4,1,,1,1,1,1,2,2,0,0,0,0,0,0,1,3,3,1,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lost Temple of Darkflight Pass,Ranger,1,Rogue,2,Cleric,1,Mage,2,Ghosts,Cursed Altar,Cursed Altar,Cursed Altar,,,,,,,,,4,4,1,,0,0,0,1,1,1,1,2,2,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
Undead City of Limeneth,Mage,5,Druid,6,Druid,5,Cleric,7,Ghosts,Boulder Trap,Skeletons,Zombies,Boulder Trap,Zombies,Zombies,Boulder Trap,Skeletons,Boulder Trap,Skeletons,Zombies,12,12,1,,0,0,0,0,0,0,1,5,5,1,7,7,2,11,6,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,4,0,0,0,0,0
Timeless Treasure of Galoron,Fighter,4,Cleric,4,Rogue,3,Druid,2,Poison Needle Trap,Zombies,Lever Puzzle Room,Skeletons,Skeletons,Riddle Door,,,,,,,6,6,1,,1,4,4,0,0,0,0,0,0,1,4,4,1,2,2,1,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1
Abandoned Treasure of Galoron,Ranger,2,Cleric,3,Ranger,2,Fighter,2,Zombies,Zombies,Lever Puzzle Room,Cursed Altar,Poison Needle Trap,,,,,,,,5,5,1,,1,2,2,2,4,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1
Ancient Tomb of Khaz-Gorond,Ranger,3,Druid,4,Fighter,2,Druid,4,Skeletons,Lever Puzzle Room,Lich,,,,,,,,,,3,3,1,,1,2,2,1,3,3,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Nightmare Cave of Icemarch,Rogue,3,Mage,2,Druid,2,Mage,4,Zombies,Skeletons,Cursed Altar,Lich,,,,,,,,,4,4,1,,0,0,0,0,0,0,2,6,4,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Timeless Treasure of Azmar,Rogue,5,Rogue,4,Ranger,3,Rogue,4,Snake Pit,Snake Pit,Zombies,Skeletons,Riddle Door,Ghosts,Unknown,Unknown,,,,,8,5,0,Ghosts,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,13,5,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,2,0
Infernal Cave of Stonefell Peak,Druid,4,Fighter,3,Rogue,7,Druid,4,Goblins,Boulder Trap,Goblins,Dragon,,,,,,,,,4,3,0,Dragon,1,3,3,0,0,0,0,0,0,0,0,0,2,8,4,1,7,7,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Goblin Tunnels of Riverfell,Cleric,2,Cleric,3,Druid,2,Mage,2,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,,,,,,,4,4,1,,0,0,0,0,0,0,1,2,2,2,5,3,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Infernal Lair of Stonefell Peak,Ranger,5,Cleric,4,Druid,3,Cleric,3,Skeletons,Skeletons,Boulder Trap,Zombies,Lich,,,,,,,,5,5,1,,0,0,0,1,5,5,0,0,0,2,7,4,1,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0
Timeless Temple of Calantha,Ranger,6,Mage,5,Fighter,3,Mage,4,Skeletons,Poison Needle Trap,Wolves,Poison Needle Trap,Boulder Trap,Poison Needle Trap,Wolves,Unknown,,,,,8,6,0,Wolves,1,3,3,1,6,6,2,9,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3
Orc Fort of Stonefell Peak,Ranger,4,Mage,4,Cleric,5,Fighter,3,Poison Needle Trap,Poison Needle Trap,Wolves,Orc Shaman,Wolves,Orc Warlord,,,,,,,6,6,1,,1,3,3,1,4,4,1,4,4,1,5,5,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Goblin Fort of Khaz-Gorond,Ranger,3,Cleric,4,Rogue,6,Fighter,5,Goblins,Goblins,Goblins,Goblins,Snake Pit,Snake Pit,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,10,10,1,,1,5,5,1,3,3,0,0,0,1,4,4,0,0,0,1,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Sunken Den of Riverfell,Druid,2,Ranger,1,Fighter,2,Druid,1,Skeletons,Lever Puzzle Room,Lich,,,,,,,,,,3,2,0,Lich,1,2,2,1,1,1,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Sunken Den of Limeneth,Rogue,3,Druid,4,Mage,4,Ranger,4,Orcs,Orcs,Wolves,Snake Pit,Basilisk,,,,,,,,5,5,1,,0,0,0,1,4,4,1,4,4,0,0,0,1,4,4,1,3,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Undead Mausoleum of Lakeshore,Fighter,6,Fighter,7,Rogue,7,Cleric,6,Boulder Trap,Boulder Trap,Skeletons,Zombies,Ghosts,Boulder Trap,Ghosts,Ghosts,Boulder Trap,Ghosts,Skeletons,Ghosts,12,12,1,,2,13,7,0,0,0,0,0,0,1,6,6,0,0,0,1,7,7,0,0,0,0,0,0,2,1,5,0,0,0,4,0,0,0,0,0
Undead City of Lakeshore,Druid,4,Ranger,4,Cleric,4,Cleric,3,Poison Needle Trap,Poison Needle Trap,Zombies,Poison Needle Trap,Skeletons,Skeletons,Skeletons,Unknown,Unknown,,,,9,6,0,Skeletons,0,0,0,1,4,4,0,0,0,2,7,4,1,4,4,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,3
Orc Town of Sintharion,Ranger,8,Rogue,8,Ranger,8,Fighter,6,Orcs,Orcs,Boulder Trap,Orcs,Orcs,Wolves,Boulder Trap,Orc Shaman,Wolves,Boulder Trap,Boulder Trap,Orc Warlord,12,12,1,,1,6,6,2,16,8,0,0,0,0,0,0,0,0,0,1,8,8,0,0,2,4,1,1,0,0,0,0,0,0,4,0,0,0,0,0
Abandoned Temple of Azmar,Rogue,1,Cleric,2,Mage,1,Ranger,1,Skeletons,Riddle Door,Poison Needle Trap,,,,,,,,,,3,3,1,,0,0,0,1,1,1,1,1,1,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Ancient Cave of Lakeshore,Ranger,2,Cleric,2,Mage,2,Cleric,2,Zombies,Poison Needle Trap,Lich,,,,,,,,,,3,2,0,Lich,0,0,0,1,2,2,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Undead Ziggurat of Lemarchand,Fighter,5,Rogue,5,Rogue,5,Druid,3,Zombies,Boulder Trap,Boulder Trap,Skeletons,Ghosts,Boulder Trap,Zombies,Skeletons,Unknown,,,,9,7,0,Skeletons,1,5,5,0,0,0,0,0,0,0,0,0,1,3,3,2,10,5,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0
Old Lair of Khaz-Gorond,Cleric,2,Fighter,2,Druid,3,Mage,2,Snake Pit,Skeletons,Lich,,,,,,,,,,3,3,1,,1,2,2,0,0,0,1,2,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Old Lair of Lakeshore,Druid,5,Rogue,5,Cleric,5,Rogue,4,Poison Needle Trap,Poison Needle Trap,Wolves,Boulder Trap,Wolves,Orcs,Basilisk,,,,,,7,7,1,,0,0,0,0,0,0,0,0,0,1,5,5,1,5,5,2,9,5,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Ancient Cave of Icemarch,Druid,4,Ranger,3,Cleric,3,Rogue,6,Wolves,Goblins,Cursed Altar,Dragon,,,,,,,,,4,4,1,,0,0,0,1,3,3,0,0,0,1,3,3,1,4,4,1,6,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Nightmare Cave of Stonefell Peak,Mage,2,Rogue,4,Mage,3,Fighter,3,Skeletons,Riddle Door,Boulder Trap,Lich,,,,,,,,,4,4,1,,1,3,3,0,0,0,2,5,3,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
Infernal Maw of Galoron,Druid,6,Cleric,6,Cleric,6,Ranger,7,Cursed Altar,Snake Pit,Wolves,Wolves,Lever Puzzle Room,Wolves,Dragon,,,,,,7,7,1,,0,0,0,1,7,7,0,0,0,2,12,6,1,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
Orc Cave of Lakeshore,Mage,5,Mage,5,Fighter,4,Druid,4,Snake Pit,Snake Pit,Wolves,Orcs,Wolves,Wolves,Orc Warlord,,,,,,7,7,1,,1,4,4,0,0,0,2,10,5,0,0,0,1,4,4,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Old Maw of Darkflight Pass,Cleric,3,Cleric,2,Druid,3,Druid,2,Poison Needle Trap,Zombies,Skeletons,Snake Pit,Basilisk,,,,,,,,5,4,0,Basilisk,0,0,0,0,0,0,0,0,0,2,5,3,2,5,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
Sunken Maw of Galoron,Mage,3,Rogue,3,Druid,4,Cleric,4,Lever Puzzle Room,Poison Needle Trap,Lever Puzzle Room,Zombies,Skeletons,Basilisk,,,,,,,6,6,1,,0,0,0,0,0,0,1,3,3,1,4,4,1,4,4,1,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1
Old Maw of Lemarchand,Ranger,3,Rogue,6,Fighter,4,Druid,4,Riddle Door,Poison Needle Trap,Skeletons,Skeletons,Skeletons,Basilisk,,,,,,,6,6,1,,1,4,4,1,3,3,0,0,0,0,0,0,1,4,4,1,6,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1
Undead City of Riverfell,Rogue,6,Mage,7,Fighter,6,Druid,5,Skeletons,Zombies,Ghosts,Skeletons,Boulder Trap,Zombies,Zombies,Boulder Trap,Boulder Trap,Lich,,,10,10,1,,1,6,6,0,0,0,1,7,7,0,0,0,1,5,5,1,6,6,0,0,0,0,0,0,2,3,1,0,1,0,3,0,0,0,0,0
Goblin Town of Stonefell Peak,Druid,3,Cleric,3,Cleric,4,Rogue,6,Goblins,Poison Needle Trap,Poison Needle Trap,Goblins,Goblins,Poison Needle Trap,Goblins,Goblins,Goblin Chieftain,,,,9,9,1,,0,0,0,0,0,0,0,0,0,2,7,4,1,3,3,1,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sunken Den of Stormwind,Druid,5,Druid,5,Ranger,4,Rogue,5,Boulder Trap,Cursed Altar,Wolves,Lever Puzzle Room,Dragon,,,,,,,,5,4,0,Dragon,0,0,0,1,4,4,0,0,0,0,0,0,2,10,5,1,5,5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Night Goblin Town of Calantha,Mage,3,Fighter,2,Cleric,2,Druid,2,Snake Pit,Ghosts,Snake Pit,Goblins,Goblins,Goblins,,,,,,,6,5,0,Goblins,1,2,2,0,0,0,1,3,3,1,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
Infernal Den of Lakeshore,Fighter,3,Rogue,6,Rogue,5,Druid,6,Zombies,Zombies,Zombies,Boulder Trap,Riddle Door,Dragon,,,,,,,6,5,0,Dragon,1,3,3,0,0,0,0,0,0,0,0,0,1,6,6,2,11,6,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0
Dread Maw of Stormwind,Mage,4,Rogue,4,Mage,5,Fighter,5,Boulder Trap,Wolves,Wolves,Snake Pit,Goblins,Basilisk,,,,,,,6,6,1,,1,5,5,0,0,0,2,9,5,0,0,0,0,0,0,1,4,4,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Goblin Tunnels of Calantha,Ranger,3,Cleric,1,Mage,1,Rogue,1,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,,,,,,,4,4,1,,0,0,0,1,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Infernal Lair of Almadris,Fighter,3,Mage,2,Fighter,5,Ranger,4,Lever Puzzle Room,Lever Puzzle Room,Skeletons,Skeletons,Lich,,,,,,,,5,5,1,,2,8,5,1,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0
Lost Dungeon of Darkflight Pass,Rogue,2,Mage,3,Mage,1,Fighter,2,Snake Pit,Cursed Altar,Skeletons,,,,,,,,,,3,2,0,Skeletons,1,2,2,0,0,0,2,4,3,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Forgotten Dungeon of Icemarch,Cleric,2,Ranger,3,Rogue,4,Mage,4,Snake Pit,Ghosts,Zombies,Boulder Trap,Cursed Altar,Zombies,Boulder Trap,,,,,,7,7,1,,0,0,0,1,3,3,1,4,4,1,2,2,0,0,0,1,4,4,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,1,0
Timeless Temple of Cheliax,Rogue,1,Druid,1,Fighter,1,Cleric,2,Skeletons,Riddle Door,Riddle Door,,,,,,,,,,3,3,1,,1,1,1,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
Old Lair of Azmar,Rogue,4,Mage,4,Ranger,3,Fighter,4,Snake Pit,Snake Pit,Snake Pit,Zombies,Skeletons,Lich,,,,,,,6,6,1,,1,4,4,1,3,3,1,4,4,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0
Lost Temple of Darkflight Pass,Ranger,3,Cleric,3,Druid,3,Fighter,3,Zombies,Poison Needle Trap,Ghosts,Zombies,Riddle Door,Snake Pit,,,,,,,6,6,1,,1,3,3,1,3,3,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1
Infernal Den of Stonefell Peak,Rogue,4,Cleric,3,Ranger,4,Druid,3,Lever Puzzle Room,Cursed Altar,Zombies,Zombies,Lich,,,,,,,,5,5,1,,0,0,0,1,4,4,0,0,0,1,3,3,1,3,3,1,4,4,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0
Black Orc Keep of Khaz-Gorond,Ranger,3,Rogue,5,Fighter,4,Rogue,5,Boulder Trap,Orc Shaman,Orcs,Orcs,Boulder Trap,Orc Shaman,Unknown,,,,,,7,5,0,Orc Shaman,1,4,4,1,3,3,0,0,0,0,0,0,0,0,0,2,10,5,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0
Timeless Temple of Almadris,Fighter,5,Ranger,3,Druid,4,Rogue,4,Poison Needle Trap,Zombies,Poison Needle Trap,Ghosts,Cursed Altar,Snake Pit,Ghosts,,,,,,7,6,0,Ghosts,1,5,5,1,3,3,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2
Sunken Lair of Stonefell Peak,Cleric,4,Druid,4,Rogue,4,Mage,3,Orcs,Snake Pit,Wolves,Dragon,,,,,,,,,4,3,0,Dragon,0,0,0,0,0,0,1,3,3,1,4,4,1,4,4,1,4,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sunken Cave of Riverfell,Fighter,5,Ranger,3,Mage,5,Ranger,5,Zombies,Boulder Trap,Cursed Altar,Cursed Altar,Dragon,,,,,,,,5,5,1,,1,5,5,2,8,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0
Old Lair of Stormwind,Druid,3,Druid,3,Rogue,3,Cleric,3,Lever Puzzle Room,Wolves,Orcs,Basilisk,,,,,,,,,4,4,1,,0,0,0,0,0,0,0,0,0,1,3,3,2,6,3,1,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Abandoned Dungeon of Stormwind,Mage,4,Druid,4,Ranger,5,Druid,3,Snake Pit,Boulder Trap,Skeletons,Lever Puzzle Room,Lever Puzzle Room,Snake Pit,Skeletons,,,,,,7,7,1,,0,0,0,1,5,5,1,4,4,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0
Lost Dungeon of Lakeshore,Ranger,5,Rogue,4,Fighter,4,Cleric,4,Ghosts,Cursed Altar,Cursed Altar,Lever Puzzle Room,Wolves,Lever Puzzle Room,Wolves,Riddle Door,,,,,8,8,1,,1,4,4,1,5,5,0,0,0,1,4,4,0,0,0,1,4,4,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0
Abandoned Treasure of Galoron,Druid,5,Mage,4,Fighter,4,Rogue,5,Boulder Trap,Skeletons,Wolves,Ghosts,Poison Needle Trap,Wolves,Cursed Altar,Cursed Altar,,,,,8,8,1,,1,4,4,0,0,0,1,4,4,0,0,0,1,5,5,1,5,5,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1
Mountain Goblin Hole of Lakeshore,Rogue,5,Cleric,3,Fighter,3,Druid,3,Goblins,Poison Needle Trap,Goblins,Goblins,Goblins,Poison Needle Trap,Goblin Chieftain,,,,,,7,7,1,,1,3,3,0,0,0,0,0,0,1,3,3,1,3,3,1,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Undead Ziggurat of Galoron,Mage,3,Cleric,1,Druid,1,Ranger,1,Boulder Trap,Skeletons,Ghosts,,,,,,,,,,3,3,1,,0,0,0,1,1,1,1,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Forgotten Dungeon of Calantha,Druid,2,Cleric,1,Rogue,3,Cleric,1,Poison Needle Trap,Lever Puzzle Room,Skeletons,Goblins,Unknown,,,,,,,,5,3,0,Goblins,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Nightmare Lair of Stormwind,Cleric,3,Rogue,4,Druid,3,Cleric,2,Snake Pit,Riddle Door,Skeletons,Lever Puzzle Room,Basilisk,,,,,,,,5,5,1,,0,0,0,0,0,0,0,0,0,2,5,3,1,3,3,1,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
Orc Warcamp of Riverfell,Mage,5,Fighter,5,Druid,4,Ranger,4,Boulder Trap,Orcs,Orcs,Wolves,Boulder Trap,Wolves,Orc Warlord,,,,,,7,7,1,,1,5,5,1,4,4,1,5,5,0,0,0,1,4,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Goblin Tower of Sintharion,Ranger,2,Druid,3,Ranger,3,Fighter,4,Goblins,Goblins,Snake Pit,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,,,,7,7,1,,1,4,4,2,5,3,0,0,0,0,0,0,1,3,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Nightmare Maw of Sintharion,Rogue,6,Cleric,4,Fighter,4,Rogue,5,Lever Puzzle Room,Wolves,Wolves,Wolves,Cursed Altar,Basilisk,,,,,,,6,6,1,,1,4,4,0,0,0,0,0,0,1,4,4,0,0,0,2,11,6,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Abandoned Temple of Khaz-Gorond,Cleric,2,Fighter,2,Mage,2,Rogue,3,Boulder Trap,Snake Pit,Ghosts,Cursed Altar,Lever Puzzle Room,,,,,,,,5,5,1,,1,2,2,0,0,0,1,2,2,1,2,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
